Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;DQR;Nom et code;Agriculture;Transformation;Emballage;Transport;Supermarché et distribution;Consommation;Total
26021;26021;viandes, œufs, poissons;poissons cuits;Merlan, frit;Whiting, fried;3,46;Merlan, frit (26021);11,40;0,00;0,23;1,43;0,05;0,09;13,20
26124;26124;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Merlan, pané;Whiting, breaded;3,46;Merlan, pané (26124);11,40;0,00;0,34;1,43;0,05;0,09;13,30
26233;26233;viandes, œufs, poissons;poissons crus;Merlu blanc du Cap, surgelé, cru;Shallow-water Cape hake, raw;3,68;Merlu blanc du Cap, surgelé, cru (26233);5,38;0,00;0,27;1,08;0,04;0,01;6,78
26044;26044;viandes, œufs, poissons;poissons crus;Merlu, cru;European hake, raw;3,68;Merlu, cru (26044);5,38;0,00;0,28;1,08;0,04;0,01;6,79
26120;26120;viandes, œufs, poissons;poissons cuits;Merlu, cuit à l'étouffée;European hake, braised;3,56;Merlu, cuit à l'étouffée (26120);6,57;0,00;0,23;1,32;0,05;0,09;8,26
26048;26048;viandes, œufs, poissons;poissons crus;Merlu, filet, surgelé, cru;Hake, fillet, frozen, raw;3,68;Merlu, filet, surgelé, cru (26048);5,38;0,46;0,27;1,08;0,07;0,03;7,29
26178;26178;viandes, œufs, poissons;poissons crus;Mérou, cru;Grouper, raw;3,68;Mérou, cru (26178);3,14;0,00;0,28;0,79;0,04;0,01;4,25
26242;26242;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Miettes de thon à la tomate, appertisées;Tuna, flaked, in tomato sauce, canned, drained;2,89;Miettes de thon à la tomate, appertisées (26242);3,24;0,63;0,27;0,74;0,02;0,00;4,90
26245;26245;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Miettes de thon à l'huile, appertisées;Tuna, flaked, in oil, canned, drained;2,89;Miettes de thon à l'huile, appertisées (26245);3,24;1,82;0,27;0,74;0,02;0,00;6,10
30789;30789;viandes, œufs, poissons;charcuteries;Mortadelle;Mortadella;2,36;Mortadelle (30789);7,33;0,90;0,61;0,21;0,04;0,09;9,18
30797;30797;viandes, œufs, poissons;charcuteries;Mortadelle pistachée pur porc;Mortadella with pistachios, pure pork;2,33;Mortadelle pistachée pur porc (30797);7,33;0,90;0,61;0,21;0,04;0,09;9,18
30791;30791;viandes, œufs, poissons;charcuteries;Mortadelle, porc et boeuf;Pork and beef mortadella;2,33;Mortadelle, porc et boeuf (30791);7,33;0,90;0,61;0,21;0,04;0,09;9,18
30790;30790;viandes, œufs, poissons;charcuteries;Mortadelle, pur porc;Mortadella, pure pork;2,33;Mortadelle, pur porc (30790);7,33;0,90;0,61;0,21;0,04;0,09;9,18
26024;26024;viandes, œufs, poissons;poissons cuits;Morue, salée, bouillie/cuite à l'eau;Cod, salted, boiled/cooked in water;3,74;Morue, salée, bouillie/cuite à l'eau (26024);11,40;0,00;0,23;1,43;0,05;0,09;13,20
26098;26098;viandes, œufs, poissons;poissons crus;Morue, salée, sèche;Cod, salted, dried;3,78;Morue, salée, sèche (26098);9,36;0,00;0,28;1,17;0,04;0,01;10,80
10014;10014;viandes, œufs, poissons;mollusques et crustacés crus;Moule commune, crue;Mussel, common, raw;2,85;Moule commune, crue (10014);1,84;0,00;1,10;0,87;0,15;0,99;4,95
10026;10026;viandes, œufs, poissons;mollusques et crustacés crus;Moule de Méditerranée, crue;Mediterranean mussel, raw;2,85;Moule de Méditerranée, crue (10026);1,84;0,00;1,10;0,87;0,15;0,99;4,95
10028;10028;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Moule, appertisée, égouttée;Mussel, canned, drained;2,83;Moule, appertisée, égouttée (10028);2,21;1,58;1,20;0,27;0,02;0,12;5,40
10013;10013;viandes, œufs, poissons;mollusques et crustacés cuits;Moule, bouillie/cuite à l'eau;Mussel, boiled/cooked in water;2,9;Moule, bouillie/cuite à l'eau (10013);2,24;0,00;1,35;1,06;0,18;1,85;6,68
10081;10081;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée;Mussels, in Catalan-style sauce or marinade (tomatoes), canned, drained;2,86;Moules à la sauce catalane ou escabèche (tomate), appertisée, égouttée (10081);2,17;0,85;0,22;0,28;0,02;0,17;3,70
8315;8315;viandes, œufs, poissons;charcuteries;Mousse de canard;Duck mousse;2,51;Mousse de canard (8315);5,03;0,94;0,36;0,26;0,04;0,01;6,63
8313;8313;viandes, œufs, poissons;charcuteries;Mousse de foie de porc;Pork liver mousse;2,78;Mousse de foie de porc (8313);4,29;0,54;0,43;0,21;0,04;0,01;5,51
8312;8312;viandes, œufs, poissons;charcuteries;Mousse de foie de porc supérieure ou Crème de foie;Pork liver mousse, superior quality;2,78;Mousse de foie de porc supérieure ou Crème de foie (8312);4,29;0,54;0,43;0,21;0,04;0,01;5,51
21003;21003;viandes, œufs, poissons;viandes crues;Mouton, épaule, crue;Mutton, shoulder, raw;3,17;Mouton, épaule, crue (21003);32,40;0,05;0,28;0,20;0,04;0,01;33,00
21006;21006;viandes, œufs, poissons;viandes crues;Mouton, gigot, cru;Mutton, leg, raw;3,17;Mouton, gigot, cru (21006);40,50;0,07;0,35;0,25;0,05;0,09;41,30
21004;21004;viandes, œufs, poissons;viandes crues;Mouton, pied, cru;Sheep, foot, raw;2,73;Mouton, pied, cru (21004);26,30;0,04;0,35;0,25;0,05;0,09;27,10
21005;21005;viandes, œufs, poissons;viandes crues;Mouton, tête, crue;Sheep, head, raw;2,73;Mouton, tête, crue (21005);26,30;0,04;0,35;0,25;0,05;0,09;27,10
21001;21001;viandes, œufs, poissons;viandes crues;Mouton, viande, crue;Mutton, meat, raw;3,17;Mouton, viande, crue (21001);32,40;0,05;0,28;0,20;0,04;0,01;33,00
26091;26091;viandes, œufs, poissons;poissons crus;Mulet, cru;Mullet, raw;3,64;Mulet, cru (26091);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26026;26026;viandes, œufs, poissons;poissons cuits;Mulet, rôti/cuit au four;Mullet, roasted/baked;3,52;Mulet, rôti/cuit au four (26026);11,40;0,00;0,23;1,43;0,05;0,09;13,20
25610;25610;viandes, œufs, poissons;charcuteries;Museau de boeuf en vinaigrette;Ox muzzle in salad dressing sauce;2,21;Museau de boeuf en vinaigrette (25610);21,70;0,05;0,28;0,20;0,04;0,01;22,30
8406;8406;viandes, œufs, poissons;charcuteries;Museau de porc vinaigrette;Pork snout in salad dressing sauce;2,92;Museau de porc vinaigrette (8406);1,50;0,11;0,28;0,20;0,04;0,09;2,20
22060;22060;viandes, œufs, poissons;œufs;Oeuf de cane, cru;Duck egg, raw;3,41;Oeuf de cane, cru (22060);2,81;0,00;0,13;0,17;0,01;0,08;3,19
22080;22080;viandes, œufs, poissons;œufs;Oeuf de dinde, cru;Turkey egg, raw;3,41;Oeuf de dinde, cru (22080);2,50;0,00;0,11;0,15;0,01;0,04;2,80
22070;22070;viandes, œufs, poissons;œufs;Oeuf d'oie, cru;Goose egg, raw;3,41;Oeuf d'oie, cru (22070);2,81;0,00;0,13;0,17;0,01;0,08;3,19
22014;22014;viandes, œufs, poissons;œufs;Oeuf, à la coque;Egg, soft-boiled;2,44;Oeuf, à la coque (22014);2,89;0,00;0,13;0,28;0,08;0,45;3,82
22505;22505;viandes, œufs, poissons;œufs;Oeuf, au plat, sans matière grasse;Egg, fried without added fat;2,81;Oeuf, au plat, sans matière grasse (22505);2,90;0,00;0,13;0,29;0,08;0,17;3,56
22001;22001;viandes, œufs, poissons;œufs;Oeuf, blanc (blanc d'oeuf), cru;Egg white, raw;2,64;Oeuf, blanc (blanc d'oeuf), cru (22001);3,12;0,03;0,13;0,17;0,01;0,08;3,54
22008;22008;viandes, œufs, poissons;œufs;Oeuf, blanc (blanc d'oeuf), cuit;Egg white, cooked;2,64;Oeuf, blanc (blanc d'oeuf), cuit (22008);3,22;0,03;0,13;0,29;0,08;0,17;3,91
22004;22004;viandes, œufs, poissons;œufs;Oeuf, blanc (blanc d'oeuf), en poudre;Egg white, powder;2,64;Oeuf, blanc (blanc d'oeuf), en poudre (22004);2,50;1,30;0,10;0,14;0,01;0,00;4,04
22502;22502;viandes, œufs, poissons;œufs;Oeuf, brouillé, avec matière grasse;Egg, scrambled, with added fat;2,49;Oeuf, brouillé, avec matière grasse (22502);3,92;0,03;0,13;0,29;0,08;0,17;4,62
22000;22000;viandes, œufs, poissons;œufs;Oeuf, cru;Egg, raw;2,43;Oeuf, cru (22000);2,81;0,00;0,13;0,17;0,01;0,08;3,19
22010;22010;viandes, œufs, poissons;œufs;Oeuf, dur;Egg, hard-boiled;2,42;Oeuf, dur (22010);2,89;0,00;0,00;0,26;0,08;0,45;3,67
22013;22013;viandes, œufs, poissons;œufs;Oeuf, en poudre;Egg, powder;2,65;Oeuf, en poudre (22013);3,12;1,62;0,13;0,17;0,01;0,08;5,13
22002;22002;viandes, œufs, poissons;œufs;Oeuf, jaune (jaune d'oeuf), cru;Egg yolk, raw;2,62;Oeuf, jaune (jaune d'oeuf), cru (22002);3,12;0,03;0,13;0,17;0,01;0,08;3,54
22009;22009;viandes, œufs, poissons;œufs;Oeuf, jaune (jaune d'oeuf), cuit;Egg yolk, cooked;2,63;Oeuf, jaune (jaune d'oeuf), cuit (22009);3,22;0,03;0,13;0,29;0,08;0,17;3,91
22003;22003;viandes, œufs, poissons;œufs;Oeuf, jaune (jaune d'oeuf), en poudre;Egg yolk, powder;2,62;Oeuf, jaune (jaune d'oeuf), en poudre (22003);2,50;1,30;0,10;0,14;0,01;0,00;4,04
22011;22011;viandes, œufs, poissons;œufs;Oeuf, poché;Egg, poached;2,44;Oeuf, poché (22011);2,89;0,00;0,13;0,28;0,08;0,45;3,82
36500;36500;viandes, œufs, poissons;viandes crues;Oie, viande crue;Goose, meat, raw;3,11;Oie, viande crue (36500);5,18;1,03;0,35;0,29;0,05;0,09;6,98
36501;36501;viandes, œufs, poissons;viandes crues;Oie, viande et peau, crue;Goose, meat and skin, raw;3,11;Oie, viande et peau, crue (36501);5,18;1,03;0,35;0,29;0,05;0,09;6,98
36503;36503;viandes, œufs, poissons;viandes cuites;Oie, viande et peau, rôtie/cuite au four;Goose, meat and skin, roasted/baked;2,67;Oie, viande et peau, rôtie/cuite au four (36503);6,86;1,36;0,46;0,39;0,06;0,20;9,33
36502;36502;viandes, œufs, poissons;viandes cuites;Oie, viande, rôtie/cuite au four;Goose, meat, roasted/baked;2,67;Oie, viande, rôtie/cuite au four (36502);6,86;1,36;0,46;0,39;0,06;0,20;9,33
26171;26171;viandes, œufs, poissons;poissons crus;Omble chevalier, cru;Arctic char, raw;3,64;Omble chevalier, cru (26171);4,07;0,00;0,28;0,91;0,04;0,01;5,30
22506;22506;viandes, œufs, poissons;œufs;Omelette au fromage;Omelette, with cheese;2,29;Omelette au fromage (22506);3,25;0,25;0,27;0,22;0,04;0,02;4,04
22508;22508;viandes, œufs, poissons;œufs;Omelette aux champignons;Omelette, with mushrooms;2,3;Omelette aux champignons (22508);3,90;0,17;0,27;0,23;0,04;0,02;4,62
22509;22509;viandes, œufs, poissons;œufs;Omelette aux fines herbes;Omelette, with herbs;2,29;Omelette aux fines herbes (22509);2,68;0,17;0,27;0,22;0,04;0,02;3,40
22507;22507;viandes, œufs, poissons;œufs;Omelette aux lardons;Omelette, with lardoons;2,3;Omelette aux lardons (22507);3,88;0,26;0,27;0,22;0,04;0,02;4,68
28530;28530;viandes, œufs, poissons;charcuteries;Oreille de porc demi-sel;Pork ear sat-cured;2,49;Oreille de porc demi-sel (28530);1,87;0,13;0,21;0,24;0,05;0,09;2,60
26166;26166;viandes, œufs, poissons;poissons crus;Orphie commune, crue;Garfish, raw;3,68;Orphie commune, crue (26166);0,71;0,00;0,28;0,91;0,04;0,01;1,94
28858;28858;viandes, œufs, poissons;charcuteries;Pancetta ou Poitrine roulée sèche;Pancetta, dried;2,51;Pancetta ou Poitrine roulée sèche (28858);15,00;2,30;0,12;0,28;0,05;0,09;17,90
27018;27018;viandes, œufs, poissons;poissons cuits;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit;Pangasius, filets, cooked;3,68;Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit (27018);15,40;0,00;0,23;1,22;0,05;0,09;17,00
27017;27017;viandes, œufs, poissons;poissons crus;Pangasius ou Poisson-chat, cru;Brown bullhead, raw;3,68;Pangasius ou Poisson-chat, cru (27017);11,40;0,00;0,28;1,00;0,04;0,01;12,70
8201;8201;viandes, œufs, poissons;charcuteries;Pâté au poivre vert;Pâté w green pepper;2,78;Pâté au poivre vert (8201);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8214;8214;viandes, œufs, poissons;charcuteries;Pâté breton;Breton pâté;2,78;Pâté breton (8214);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8305;8305;viandes, œufs, poissons;charcuteries;Pâté de foie de porc;Pork liver pâté;2,78;Pâté de foie de porc (8305);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8300;8300;viandes, œufs, poissons;charcuteries;Pâté de foie de porc, supérieur;Pork liver pâté, superior quality;2,78;Pâté de foie de porc, supérieur (8300);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8316;8316;viandes, œufs, poissons;charcuteries;Pâté de foie de volaille;Poultry liver pâté;2,78;Pâté de foie de volaille (8316);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8326;8326;viandes, œufs, poissons;charcuteries;Pâté de foie d'oie;Goose liver pâté;2,78;Pâté de foie d'oie (8326);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8245;8245;viandes, œufs, poissons;charcuteries;Pâté de gibier;Game pâté;2,78;Pâté de gibier (8245);4,29;0,54;0,34;0,13;0,02;0,01;5,31
8240;8240;viandes, œufs, poissons;charcuteries;Pâté de lapin;Rabbit pâté;2,5;Pâté de lapin (8240);4,62;0,84;0,27;0,17;0,02;0,01;5,93
8391;8391;viandes, œufs, poissons;charcuteries;Pâté en croûte;Pâté in crust;2,32;Pâté en croûte (8391);11,30;0,74;0,44;0,13;0,02;0,01;12,60
8250;8250;viandes, œufs, poissons;charcuteries;Pâté ou terrine aux champignons (forestier);Country-style pâté with mushrooms;2,65;Pâté ou terrine aux champignons (forestier) (8250);2,56;0,25;0,18;0,14;0,02;0,01;3,16
8211;8211;viandes, œufs, poissons;charcuteries;Pâté ou terrine de campagne;Country-style pâté or terrine;2,32;Pâté ou terrine de campagne (8211);4,29;0,54;0,34;0,13;0,02;0,01;5,31
10048;10048;viandes, œufs, poissons;mollusques et crustacés crus;Pecten d'Amérique ou Peigne du canada, noix, crue;American or Canadian sea scallop, without coral, raw;3,81;Pecten d'Amérique ou Peigne du canada, noix, crue (10048);4,92;1,19;0,78;2,69;0,04;0,05;9,68
27025;27025;viandes, œufs, poissons;poissons crus;Perche du Nil, crue;Nile perch, raw;3,68;Perche du Nil, crue (27025);5,42;0,00;0,28;0,91;0,04;0,01;6,64
27010;27010;viandes, œufs, poissons;poissons crus;Perche, crue;European perch, raw;3,68;Perche, crue (27010);4,07;0,00;0,28;0,91;0,04;0,01;5,30
27005;27005;viandes, œufs, poissons;poissons cuits;Perche, rôtie/cuite au four;European perch, roasted/baked;3,56;Perche, rôtie/cuite au four (27005);4,97;0,00;0,23;1,11;0,05;0,09;6,44
10049;10049;viandes, œufs, poissons;mollusques et crustacés crus;Pétoncle ou Peigne du Pérou, noix, crue;Peru sea scallop, without coral, raw;3,03;Pétoncle ou Peigne du Pérou, noix, crue (10049);4,92;1,19;0,78;2,69;0,04;0,05;9,68
28540;28540;viandes, œufs, poissons;charcuteries;Pied de porc demi-sel;Pork trotters salt-cured;2,49;Pied de porc demi-sel (28540);2,34;0,16;0,27;0,31;0,06;0,20;3,33
36602;36602;viandes, œufs, poissons;viandes cuites;Pigeon, viande, rôtie/cuite au four;Pigeon, meat, roasted/baked;3,11;Pigeon, viande, rôtie/cuite au four (36602);6,86;1,36;0,46;0,39;0,06;0,20;9,33
26027;26027;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Pilchard, sauce tomate, appertisé, égoutté;Pilchard, in tomato sauce, canned, drained;2,89;Pilchard, sauce tomate, appertisé, égoutté (26027);1,11;0,51;4,14;0,26;0,02;0,05;6,09
36700;36700;viandes, œufs, poissons;viandes crues;Pintade, crue;Guinea fowl, raw;3,11;Pintade, crue (36700);5,18;1,03;0,35;0,29;0,05;0,09;6,98
36703;36703;viandes, œufs, poissons;viandes crues;Pintade, cuisse, crue;Guinea fowl, leg, raw;3,11;Pintade, cuisse, crue (36703);5,18;1,03;0,35;0,29;0,05;0,09;6,98
36702;36702;viandes, œufs, poissons;viandes crues;Pintade, poitrine, crue;Guinea fowl, breast, raw;3,11;Pintade, poitrine, crue (36702);5,18;1,08;0,28;0,24;0,04;0,01;6,82
26055;26055;viandes, œufs, poissons;poissons crus;Plie commune, crue;European plaice, raw;3,64;Plie commune, crue (26055);9,36;0,00;0,28;1,17;0,04;0,01;10,80
26030;26030;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Poisson pané, frit;Fish, breaded, fried;3,14;Poisson pané, frit (26030);6,90;0,15;0,28;0,89;0,04;0,09;8,35
26029;26029;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Poisson pané, surgelé, cru;Fish, breaded, frozen, raw;3,52;Poisson pané, surgelé, cru (26029);6,60;0,59;0,27;0,85;0,06;0,11;8,48
26028;26028;viandes, œufs, poissons;produits à base de poissons et produits de la mer;Poisson, croquette ou beignet ou nuggets, frit;Fish, croquette, fritter or nuggets, fried;3,14;Poisson, croquette ou beignet ou nuggets, frit (26028);6,41;0,17;0,28;0,87;0,04;0,09;7,86
28550;28550;viandes, œufs, poissons;charcuteries;Poitrine de porc demi-sel;Pork belly salt-cured;2,49;Poitrine de porc demi-sel (28550);7,06;0,35;0,35;0,26;0,05;0,09;8,16
28502;28502;viandes, œufs, poissons;charcuteries;Poitrine de porc, fumée, crue;Pork belly, smoked, raw;2,91;Poitrine de porc, fumée, crue (28502);5,59;0,28;0,17;0,21;0,04;0,01;6,28
28470;28470;viandes, œufs, poissons;viandes crues;Porc, bardière découennée, crue;Pork, back fat, rindless, raw;2,47;Porc, bardière découennée, crue (28470);1,15;0,06;0,28;0,19;0,04;0,01;1,72
28104;28104;viandes, œufs, poissons;viandes crues;Porc, carré, cru;Pork, rack, raw;2,45;Porc, carré, cru (28104);8,76;0,87;0,47;0,26;0,05;0,09;10,50
28105;28105;viandes, œufs, poissons;viandes cuites;Porc, carré, cuit;Pork, rack, cooked;2,47;Porc, carré, cuit (28105);11,10;1,10;0,60;0,33;0,06;0,20;13,30
28100;28100;viandes, œufs, poissons;viandes crues;Porc, côte, crue;Pork, chop, raw;2,45;Porc, côte, crue (28100);8,76;0,87;0,47;0,26;0,05;0,09;10,50
28101;28101;viandes, œufs, poissons;viandes cuites;Porc, côte, grillée;Pork, chop, grilled;2,47;Porc, côte, grillée (28101);11,10;1,10;0,60;0,33;0,06;0,20;13,30
28302;28302;viandes, œufs, poissons;viandes crues;Porc, échine, crue;Pork, loin, raw;2,64;Porc, échine, crue (28302);8,76;0,92;0,46;0,21;0,04;0,01;10,40
28451;28451;viandes, œufs, poissons;viandes cuites;Porc, échine, rôtie/cuite au four;Pork, loin, roasted/baked;2,65;Porc, échine, rôtie/cuite au four (28451);11,10;1,16;0,59;0,27;0,05;0,09;13,20
28001;28001;viandes, œufs, poissons;viandes crues;Porc, épaule, crue;Pork, shoulder, raw;2,45;Porc, épaule, crue (28001);7,01;0,70;0,38;0,21;0,04;0,01;8,34
28010;28010;viandes, œufs, poissons;viandes cuites;Porc, épaule, cuite;Pork, shoulder, cooked;2,47;Porc, épaule, cuite (28010);8,85;0,88;0,48;0,26;0,05;0,09;10,60
28460;28460;viandes, œufs, poissons;viandes crues;Porc, escalope de jambon, crue;Pork, ham escalope, raw;2,64;Porc, escalope de jambon, crue (28460);8,76;0,92;0,46;0,21;0,04;0,01;10,40
28461;28461;viandes, œufs, poissons;viandes cuites;Porc, escalope de jambon, cuite;Pork, ham escalope, cooked;2,65;Porc, escalope de jambon, cuite (28461);11,10;1,16;0,59;0,27;0,05;0,09;13,20
28204;28204;viandes, œufs, poissons;viandes crues;Porc, filet mignon, cru;Pork filet mignon, raw;2,64;Porc, filet mignon, cru (28204);8,76;0,92;0,46;0,21;0,04;0,01;10,40
28203;28203;viandes, œufs, poissons;viandes cuites;Porc, filet mignon, cuit;Pork filet mignon, cooked;2,65;Porc, filet mignon, cuit (28203);11,10;1,16;0,59;0,27;0,05;0,09;13,20
28201;28201;viandes, œufs, poissons;viandes crues;Porc, filet, maigre, cru;Pork tenderloin, lean, raw;2,64;Porc, filet, maigre, cru (28201);8,76;0,92;0,46;0,21;0,04;0,01;10,40
28202;28202;viandes, œufs, poissons;viandes cuites;Porc, filet, maigre, en rôti, cuit;Pork tenderloin roast, cooked;2,65;Porc, filet, maigre, en rôti, cuit (28202);11,10;1,16;0,59;0,27;0,05;0,09;13,20
28471;28471;viandes, œufs, poissons;viandes crues;Porc, gorge, découennée, crue;Pork, jowl, rindless, raw;2,91;Porc, gorge, découennée, crue (28471);5,59;0,28;0,28;0,21;0,04;0,01;6,39
28472;28472;viandes, œufs, poissons;viandes crues;Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru;Pork, shoulder lower half, without rind, fat and bone, raw;2,64;Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru (28472);8,76;0,92;0,46;0,21;0,04;0,01;10,40
28473;28473;viandes, œufs, poissons;viandes crues;Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru;Pork, way leg, without rind, fat and bone, raw;2,64;Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru (28473);11,00;1,15;0,58;0,27;0,05;0,09;13,10
28474;28474;viandes, œufs, poissons;viandes crues;Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru;Pork, knuckle oh ham, without rind, fat and bone, raw;2,45;Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru (28474);8,76;0,87;0,47;0,26;0,05;0,09;10,50
28004;28004;viandes, œufs, poissons;viandes crues;Porc, jarret, cru;Pork, knuckle or shank, raw;2,45;Porc, jarret, cru (28004);8,76;0,87;0,47;0,26;0,05;0,09;10,50
28003;28003;viandes, œufs, poissons;viandes crues;Porc, longe, crue;Pork loin, raw;2,64;Porc, longe, crue (28003);8,76;0,92;0,46;0,21;0,04;0,01;10,40
